seed,case_id,ablation,delta_recovered_cases,delta_recovered_minor,delta_net_recovered_minor,delta_intervention_cost_minor,delta_contacts,delta_attempts,delta_latency_hours,delta_fatigue_cost_minor,delta_waits
202,sim-e99b7806-90f3-9e05-6865f45dfb66,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-4d39ba91-3442-60e2-982ee38f5de2,without_customer_context,0,0,35,-35,0,-1,54,0,1
202,sim-c24782a9-f802-a041-a3bf93ac21af,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-b7557805-c06d-7a65-20504df9deef,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-affe8b21-d0ca-09c6-40cd0e89c012,without_customer_context,1,189053,189078,-25,-1,0,49,-113,1
202,sim-d674ac8c-3b6d-8e39-2b67f2e6e62b,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-21188e24-bf0e-04ca-caa2d3190044,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-43549712-50a2-dec0-dc5823902a01,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-bbf13c63-a704-5433-c96458a2f7e7,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-7f6e4748-4e2a-25a7-bfc93033ef97,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-e83317cd-5bc7-58e7-e49b05a06fea,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-dbfd26c1-83a7-fcb1-cd2d40361afe,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-79ca0332-e03b-0876-6a768d0f3423,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-696f3593-82d9-64ba-775a772ed333,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-ce41d558-2451-06c8-ad99f0c5e6bf,without_customer_context,0,0,25,-25,-1,0,53,-80,1
202,sim-b169f6e2-282c-2338-fadcb49f5328,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-e508936d-6281-1515-d63bb5bbbcac,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-dd04a465-8d43-da79-df74ee25d397,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-c1d9c6ac-4564-4390-52dd99eea781,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-523f1647-4dba-7175-10003dbce1c7,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-43cb6201-eb0e-903e-16a3390921a9,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-c707a393-a4b0-9f1d-9a896c423694,without_customer_context,-1,-86832,-86772,-60,-1,0,36,-8,1
202,sim-5b89c360-ba41-dc76-0ba694de38b3,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-30698e17-3a2a-f9e8-f39ccd396399,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-227e8df7-de2f-db3b-995a984c54cf,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-4949747d-8354-1832-b9648cc552b5,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-d488782e-038e-ae33-d7ac29b7917d,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-8d03f5a1-1b23-4f8c-5705ef96de93,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-92aa7b8e-730a-c5d9-cc9a9483b29c,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-70f39043-97ac-f2c7-0c7e977ecebd,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-53c9373d-d555-c4a3-61ce60276b64,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-3af3a40a-0251-25b2-8dd67382d1b9,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-8ca58628-5820-8735-d4c5aedf9a4e,without_customer_context,0,0,55,-55,-1,0,11,-31,1
202,sim-5d8dc44b-92be-02d4-d0ed348582e7,without_customer_context,0,0,45,-45,-1,0,49,-127,1
202,sim-49fded05-7f11-1d84-470bf2a6f5d1,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-b0939616-85d8-f3c3-8c22f52d6cc4,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-428fc4da-0e35-cdf9-f0cda2452ac6,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-d63c7409-b83c-ba6b-987356edd7d2,without_customer_context,1,55994,56019,-25,-1,1,15,-54,0
202,sim-39fb6f1b-ecb1-57c5-3d420734df61,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-a60de4f7-3142-f5ea-226cd5e37503,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-3dbcedf1-737b-1504-76bfa1bd1ae0,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-29fd83d2-2058-dcf2-be6287280f8d,without_customer_context,0,0,55,-55,-1,0,46,-19,1
202,sim-b4a8d0dd-06fc-31ee-eea7b8fe14b0,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-bd91e594-26a3-de9a-cfd144ff9945,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-999a94f6-afb1-30ea-aef1d9887dfb,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-c849beb8-28c7-ba5b-20b6a41fdaa7,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-3b1f7eb1-e908-5425-3d37177f1e3c,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-ecab3961-4d11-1d13-331ed7d926e3,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-1e4a96ab-b59b-6aea-d25c90f138ec,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-1518c997-9c6a-cb52-154a94f8f4a7,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-a91a0d2c-b662-918a-d0f800289d59,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-47c2facf-e9cd-bc5a-b7eed0fa50d5,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-4f6fad48-ea93-fc28-95e6efa51960,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-41429ea2-f0df-f2ad-b319b3c925e9,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-abce16fd-d3be-3f88-e9fc304d6df4,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-4774a705-6592-4541-a0580df4cb9e,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-97eb176b-0b6e-8eb0-ff7d43e9c80f,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-37f85150-7b81-85be-8829d165b137,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-cd89d5f2-2022-80b0-46d60ae4f23c,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-0aef5434-2ab9-67c0-83e0e2b9df5b,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-db20eb70-90d4-4115-b2c11c7ffdb9,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-b869af31-4382-5a1b-efddd2492158,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-9ec4a19a-2ab8-dad5-f5fc7a86784d,without_customer_context,0,0,25,-25,-1,1,-22,-235,0
202,sim-4037843d-5fda-737b-b1eadbdfef79,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-5c17c718-05e6-caf6-cdcff33161ff,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-57050786-fc54-1eaf-c4ff0da1ec5b,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-c3dc9afb-a533-e314-3b662c8a7fa8,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-0a1bfe99-5b51-1b14-1b808ed8dae7,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-bb90532d-98f2-b104-70be1902399b,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-98ade053-ea13-00c7-a24a8c7734dc,without_customer_context,1,162610,162665,-55,-1,0,60,-17,1
202,sim-673b2ffd-f7f5-781b-0aa33d1cbd26,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-b451a224-b0a3-eede-4282b13e5024,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-fe0ee156-a2e0-22ad-b8c2bf49a645,without_customer_context,0,0,25,-25,-1,1,9,-139,0
202,sim-22792ca6-8130-d8f9-35111eecf109,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-cb928b51-dfbc-aad8-f7d038f43417,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-8bcb083f-e77a-0a89-50b27f4f9811,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-02f367db-64b3-ac87-e8da939fbc6c,without_customer_context,-1,-79023,-78963,-60,-1,0,34,-10,1
202,sim-3dd81d80-2a66-610e-a99acf092145,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-8e5b5234-ac96-d10d-7dbabfbfbb58,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-755e4b2e-7913-9b0d-828b6db38a66,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-740c387c-574d-92d6-2913e4ce3571,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-23353eac-f08e-1c68-d7f16eb563aa,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-9b822ad3-4645-31d4-7a7ab70c1443,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-9e7c85a6-8d12-03cd-852f96e3c5ef,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-2845711d-24f2-efa7-2c1670d47a02,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-963293a2-1948-9d20-59a2d07b7696,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-b96caaef-5b11-430f-7504fc2283b1,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-46bcd6b9-9316-f75b-8465692da591,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-a32e3c28-0c1e-7782-787285e318e4,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-f90d69a7-08c9-f112-e62e3ef155ef,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-b011d331-9243-d563-cd2e6ffdc95e,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-8110602c-19b3-b574-2bf5ec5386f7,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-2fa6b9db-ca7a-e200-dbfda49b289c,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-b2a87fbc-6358-a0f4-c7a4fee57442,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-8e0f4fcb-d504-6921-ebe2516a0c66,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-2930ec42-6b71-06e1-1ba285dfe9f4,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-d259a957-8215-6666-26069a8afa6e,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-51521011-b281-bdaa-f989745fa11d,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-47d9d8ad-e10a-1c2e-f23df10b858e,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-cee46a19-3741-4189-29faf2a41a02,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-e5a04b6a-74ac-54c5-7ebfd1153914,without_customer_context,0,0,60,-60,-1,0,34,-10,1
202,sim-930e7171-49a9-0b6e-e6097f035fff,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-63f50fe5-4506-6a7d-b763ccd07a00,without_customer_context,-1,-1454612,-1454577,-35,0,-1,61,0,1
202,sim-da561527-4ec3-868a-02cbea121dff,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-d1f166b3-34b0-dc59-2b31a6d2a17b,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-a5ee8727-57b2-25ed-eae4ebe889e5,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-186c03c8-c2a8-9a36-470e43ff8889,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-6b32b582-61d0-a9e0-06601c62486b,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-cd77861c-bef6-62e8-30c09cb0aafe,without_customer_context,0,0,55,-55,-1,0,-15,-25,1
202,sim-405f14ba-13f3-4e39-432493f79dc7,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-cb941574-b50c-2972-56a1036aacf5,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-5b41f0af-ad82-fa1d-5fee4dda7c08,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-61808eb1-9a66-dc52-1805e51a42fa,without_customer_context,0,0,25,-25,-1,0,8,-334,1
202,sim-cd247f71-9626-7aed-333a574aee65,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-0c0960ee-4cb0-394f-56bd57518572,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-fac4baaf-8160-9e6e-9d4892611421,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-8457d8b5-7b79-f88b-b75600b3bf22,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-e4e16621-cda9-48eb-dbab9717cfaf,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-6735bfb8-fc1a-be80-388aa3f3fa1d,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-4b98031d-6b51-1ace-385d786fafb5,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-84e1c098-6b4c-45da-a1f205bf96fb,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-835cc61f-2ffb-ff5c-fb3dfe369fa2,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-da8628bb-45a6-9c35-6d8033b09b36,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-a4088d1e-d911-824c-c800d0ccdc99,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-73e29b38-58b6-12d8-8ffc732f93d3,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-b3570f58-12cb-6da8-13fdf35785d5,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-eddcddd5-73ed-cf1c-1f10f9a49ac8,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-59ae7eb4-aebe-abc5-4e2ddf82cdb0,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-3d6fcb8b-b25a-c130-da927136b7e1,without_customer_context,-1,-209598,-209538,-60,-1,0,-35,-157,1
202,sim-2628a953-c653-fb06-aa925950aeab,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-bf78f47c-976e-2a31-84517738d6d6,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-0ce2f174-31ee-1c3f-b3fa5de97ce9,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-5e8796e9-0ff5-5a87-61d2942da5eb,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-5b30932b-3185-9fc0-7d201eae3823,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-496c8792-ccd7-2787-e849995bf57f,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-fa1e585a-6804-fdf6-6d21e8f0024c,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-cf7b03dd-d266-faca-d14d37881312,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-436d9393-140b-16d2-241d632a66e7,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-4e6ccabe-9de9-7964-ef9c7ce5959a,without_customer_context,0,0,45,-45,-1,0,10,-103,1
202,sim-ddb06adc-ff5b-5dd9-7b1aa60be708,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-7c00171e-8780-ad31-dfc2883a02c9,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-fcc845fc-3e21-667e-bd28cbb59b6e,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-7ca01595-1420-ea21-49243bd9fe6d,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-346fb183-7e92-44af-5fc2db1a2d4c,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-68547fef-f2c0-099b-f89dd53cbeb5,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-35ee770b-dc3e-f00f-bd7c6426c8c9,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-2a57a2c7-f189-5036-f15903106e4d,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-1731bf09-36b8-d06d-71f910599d7d,without_customer_context,1,150854,150909,-55,-1,0,-9,-37,1
202,sim-504bc126-52de-343a-1402cb88b3cc,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-8accfd05-7fbb-9d5d-d21dffc09981,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-79569b41-b978-081f-2fa151e1b799,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-3b4ee13e-ae8b-bd20-ab54a7e2b7f9,without_customer_context,0,0,35,-35,0,-1,43,0,1
202,sim-cdbf748f-f35b-b693-f3186c751bf3,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-5ecb3b87-0564-5c4a-d219ad2733a0,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-38d62951-f5e5-a202-ff00aca0f590,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-49bf756e-223e-a7b5-9af649e6ca9e,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-6f12d81a-7bfb-794a-d69098cf4c4c,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-6445f646-9528-e409-a98eb7d2969b,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-d5bb5265-2cf0-472b-3d7bb84e7863,without_customer_context,0,0,35,-35,0,-1,53,0,1
202,sim-cc2f1b11-ad5c-7ef1-1a632600df06,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-fdcc896d-e46d-0df1-0b317adf3d22,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-b3b76015-ba38-a9c5-59c3936a4341,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-72f81228-9aeb-b4fa-069ba394c09d,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-c3840d2e-c13e-3ed5-97a401f7e22b,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-2fe43a59-753a-df88-64ad162279eb,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-83c79b69-3be6-92da-c5b7c500b37b,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-3f56e017-528b-08c1-e17c74d1068e,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-5b09fb94-4219-1073-ef7c92771bdf,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-7ee16543-a795-cad7-ee387c223643,without_customer_context,0,0,25,-25,-1,0,87,-20,1
202,sim-45531c21-e481-82e2-481ad080987e,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-a3827998-0225-d68c-68de3054785a,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-b0c849b6-b1c0-816b-e16918a5994f,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-578727a5-3325-ac3b-5e98429d468d,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-56318b74-afc6-3f18-bdd58c16ce92,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-04b39a5a-df86-d7ef-dcc41f0e6dbe,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-fe742698-cd73-27b7-f0dc5269e88b,without_customer_context,0,0,25,-25,-1,1,-32,-52,0
202,sim-a5944e38-13c2-1152-06a2415909e8,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-3763e7ba-f851-8010-9113bab45c0e,without_customer_context,-1,-93955,-93895,-60,-1,0,56,-100,1
202,sim-782f6342-6df4-b3c8-917d1554b9e5,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-e9383dce-9077-c2b9-e9715d722ee1,without_customer_context,0,0,3000,-3000,-1,0,12,-24,1
202,sim-1e341e3b-e2b6-18ed-fa5cdf118044,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-492ff573-92f0-449a-b7e38e16f456,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-ee852d77-664e-1aaf-649f03e69ccb,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-92192075-880a-c2ec-b0434f4da961,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-017673df-4441-9ea8-9778d7e39380,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-1906c515-3e5b-8940-6d2df5e8ee18,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-c81252d0-eddf-08e6-ddce0c055ad2,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-d9949d51-fde4-9a4a-753ea21fc1ee,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-f1f30a50-fe2e-f5b0-ba38cfdd60ca,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-729ee9bd-9913-1add-73dc5d253421,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-5fdfdca1-4662-d102-18bd0576fe0d,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-7e4c4bb9-e51f-4925-cd94b30499b7,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-e0f7fe12-c742-6ac8-ee9eb84d088b,without_customer_context,0,0,25,-25,-1,1,35,-58,0
202,sim-1f326e4d-e158-59eb-aa55d27fc510,without_customer_context,0,0,25,-25,-1,1,24,-136,0
202,sim-78dc54e2-5878-a36d-669a92d88abb,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-3ba1a5ed-db20-395d-fbae60f54ea8,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-5e7bfd18-d5b0-4fde-a4609b1647fb,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-01cdcda4-2551-b537-e47b53461623,without_customer_context,0,0,55,-55,-1,0,10,-37,1
202,sim-07a924c3-9737-1ebb-6ff8f7489cd5,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-1887d6f8-b346-7546-e83afb999008,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-e4f0428d-b76e-afd0-4131158fba00,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-ea942e90-2fe9-bc87-15d4ea513e5b,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-2c49f2d0-1dfb-79eb-8e793ecb3962,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-8ab7cbab-7c70-b378-c61f9389a04d,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-33ec0988-0f2d-85cb-f2baaaa3e7db,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-f40efe82-b849-c749-01da29000c04,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-0ca2f038-b1cd-d7e9-d2acfb1abd8a,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-54c680f6-db85-3f33-87dd0bb717f3,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-272e5775-3025-9732-c804c27af063,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-4bcada00-baad-d1d4-addc81bd64ba,without_customer_context,0,0,45,-45,-1,0,45,-22,1
202,sim-798d4e9f-86d7-269f-617ab7e7c729,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-308b3f46-5140-f096-320311af3ae9,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-ed5db089-b31e-e526-775cb8656eae,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-caf68a93-19de-f998-add72e2562e0,without_customer_context,-1,-254816,-254771,-45,-1,0,48,-43,1
202,sim-fe219253-62e2-b609-4b22abfe9903,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-c9611859-c7f9-c655-62b7712e5b3f,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-90bfb73f-b79c-f051-0a58637a5f52,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-5a5b6359-e543-8e04-de2b8d5b3ea3,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-0d868a43-948e-dc27-cd1f213181e0,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-cd78e6ca-f157-5f11-a182fb7b2ea4,without_customer_context,1,479949,480004,-55,-1,0,30,-574,1
202,sim-83365b92-bc7c-c638-e61054569930,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-0da60fac-be78-ebe9-c5493f611613,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-f7526530-f568-5af1-c2eb5bab88b3,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-fc8de757-943d-d0a4-0324349fc5e2,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-80fa54f6-c525-1994-2749fae984f9,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-140eca35-9f86-b518-f49989bbbcee,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-42f88791-e15e-2fa8-b5782403d099,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-9fdb7bd5-2f11-7325-87b00e2fe7ed,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-57cb6f75-a8cb-6c97-2d6daa1ca120,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-b5432de4-4407-e8cf-2ce32162e00c,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-a09472c4-6789-2fef-b9c00a014c9d,without_customer_context,-1,-38450,-38405,-45,-1,0,-25,-27,1
202,sim-cf9ce70e-af98-f978-977e3a0073a3,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-535aad0b-f2b1-c569-5331ae9de03d,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-70de5038-2b83-f8a7-81bdf40542df,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-32eeb152-2d69-b421-6bafcf3d69af,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-2f2dc2c1-00f1-f31f-4a73b4df6b16,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-f3c66595-27a6-0ca4-6f21eb8cca59,without_customer_context,1,12655,12680,-25,-1,0,13,-14,1
202,sim-a4d816fa-3db7-d7ee-3c557cbb262f,without_customer_context,1,85801,85846,-45,-1,0,36,-72,1
202,sim-181e7ff6-67f3-8f48-7bbf66fc1101,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-4342b72c-5555-0f81-6cc53d0a2dc6,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-eccc4126-3ca2-3017-0e0dd3e07a7d,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-b3fa2789-244b-1f4b-03243ead8e1b,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-6aaeecf9-2a2c-88b0-2c2ab4253237,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-a0c3ccf4-a2dd-1799-a9c7a645c972,without_customer_context,0,0,45,-45,-1,0,40,-32,1
202,sim-b09d7765-d98e-f1c4-d4005e1117a7,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-11f704d2-56ff-4b68-231635f77012,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-5827bdc9-d03e-6a28-3d7d1716ca7e,without_customer_context,0,0,-25,25,1,-1,-1,45,0
202,sim-84ddcea1-c66e-064d-1f58cc871eb3,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-418ea81b-3c67-a3c9-45e8a26c1d5e,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-aa06e9c9-b166-1d92-feecf89e343a,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-ce79b198-7f64-d028-2bd138534bfd,without_customer_context,-1,-22292,-22237,-55,-1,0,42,-6,1
202,sim-aee03be6-45d6-9b6a-6246dcd21665,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-27e11d0f-0338-9e0d-36d87e96d497,without_customer_context,-1,-146312,-146287,-25,-1,1,1,-93,0
202,sim-5871ebbd-a068-f65b-4d1ac2cf334e,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-b6c75175-41ca-41cb-2803c4217d59,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-18dab5ac-0d54-948c-8cbe170fa341,without_customer_context,0,0,0,0,0,0,0,0,0
202,sim-2b6364a0-7e51-62df-fc93dc2fdcdc,without_customer_context,0,0,0,0,0,0,0,0,0
